Category	Gene
Influenza Viral RNA Transcription and Replication	RPL17
Influenza Viral RNA Transcription and Replication	RPL18
Influenza Viral RNA Transcription and Replication	RPL18A
Influenza Viral RNA Transcription and Replication	RPL19
Influenza Viral RNA Transcription and Replication	RPL21
Influenza Viral RNA Transcription and Replication	RPL22
Influenza Viral RNA Transcription and Replication	RPL23
Influenza Viral RNA Transcription and Replication	RPL23A
Influenza Viral RNA Transcription and Replication	RPL24
Influenza Viral RNA Transcription and Replication	RPL26
Influenza Viral RNA Transcription and Replication	RPL26L1
Influenza Viral RNA Transcription and Replication	RPL27
Influenza Viral RNA Transcription and Replication	RPL27A
Influenza Viral RNA Transcription and Replication	RPL28
Influenza Viral RNA Transcription and Replication	RPL29
Influenza Viral RNA Transcription and Replication	RPL3
Influenza Viral RNA Transcription and Replication	RPL30
Influenza Viral RNA Transcription and Replication	RPL31
Influenza Viral RNA Transcription and Replication	RPL32
Influenza Viral RNA Transcription and Replication	RPL34
Influenza Viral RNA Transcription and Replication	RPL35
Influenza Virus Induced Apoptosis	c(NA
Influenza Virus Induced Apoptosis	PB1
Influenza Virus Induced Apoptosis	SLC25A6
Influenza Virus Induced Apoptosis	TGFB1
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GABBR1
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GABBR2
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GNB1
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GNB2
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GNB3
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GNG10
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GNG12
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GNG2
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GNG3
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GNG4
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GNG5
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GNG7
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GNG8
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GNGT1
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	GNGT2
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	KCNJ10
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	KCNJ12
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	KCNJ15
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	KCNJ16
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	KCNJ2
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	KCNJ3
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	KCNJ4
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	KCNJ5
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	KCNJ6
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	KCNJ9
Inhibition of HSL	AKT2
Inhibition of HSL	PDE3B
Inhibition of Host mRNA Processing and RNA Silencing	CPSF4
Inhibition of Host mRNA Processing and RNA Silencing	NS
Inhibition of Host mRNA Processing and RNA Silencing	PABPN1
Inhibition of IFN-beta	NS
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	ADCY5
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	ADCY6
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	ADRA2A
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	ADRA2C
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	CACNA1C
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	CACNA1D
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	CACNA2D2
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	CACNB2
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	CACNB3
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNAI1
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNAI2
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNAO1
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNB1
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNB2
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNB3
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNB4
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNB5
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNG10
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNG11
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNG12
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNG13
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNG2
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNG3
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNG4
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNG5
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNG7
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNG8
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNGT1
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	GNGT2
Inhibition of Interferon Synthesis	NS
Inhibition of PKR	EIF2AK2
Inhibition of PKR	NS
Inhibition of TSC complex formation by PKB	AKT2
Inhibition of TSC complex formation by PKB	TSC1
Inhibition of TSC complex formation by PKB	TSC2
Inhibition of adenylate cyclase pathway	ADCY1
Inhibition of adenylate cyclase pathway	ADCY2
Inhibition of adenylate cyclase pathway	ADCY3
Inhibition of adenylate cyclase pathway	ADCY4
Inhibition of adenylate cyclase pathway	ADCY5
Inhibition of adenylate cyclase pathway	ADCY6
Inhibition of adenylate cyclase pathway	ADCY7
Inhibition of adenylate cyclase pathway	ADCY8
Inhibition of adenylate cyclase pathway	ADCY9
Inhibition of adenylate cyclase pathway	GNAI1
Inhibition of adenylate cyclase pathway	GNAI2
Inhibition of adenylate cyclase pathway	GNAI3
Inhibition of adenylate cyclase pathway	GNAL
Inhibition of replication initiation of damaged DNA by RB1/E2F1	E2F1
Inhibition of replication initiation of damaged DNA by RB1/E2F1	POLA1
Inhibition of replication initiation of damaged DNA by RB1/E2F1	POLA2
Inhibition of replication initiation of damaged DNA by RB1/E2F1	PPP2CA
Inhibition of replication initiation of damaged DNA by RB1/E2F1	PPP2CB
Inhibition of replication initiation of damaged DNA by RB1/E2F1	PPP2R1A
Inhibition of replication initiation of damaged DNA by RB1/E2F1	PPP2R1B
Inhibition of replication initiation of damaged DNA by RB1/E2F1	PPP2R3B
Inhibition of replication initiation of damaged DNA by RB1/E2F1	PRIM1
Inhibition of replication initiation of damaged DNA by RB1/E2F1	PRIM2
Inhibition of replication initiation of damaged DNA by RB1/E2F1	RB1
Inhibition of replication initiation of damaged DNA by RB1/E2F1	TFDP1
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	ANAPC1
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	ANAPC10
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	ANAPC11
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	ANAPC2
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	ANAPC4
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	ANAPC5
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	ANAPC7
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	BUB1B
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	BUB3
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	CDC16
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	CDC20
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	CDC23
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	CDC26
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	CDC27
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	MAD2L1
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	UBE2C
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	UBE2D1
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	UBE2E1
Initial triggering of complement	C1QA
Initial triggering of complement	C1QB
Initial triggering of complement	C1QC
Initial triggering of complement	C1R
Initial triggering of complement	C1S
Initial triggering of complement	C2
Initial triggering of complement	C3
Initial triggering of complement	C4A
Initial triggering of complement	C4B
Initial triggering of complement	CFB
Initial triggering of complement	CFD
Initial triggering of complement	CRP
Initial triggering of complement	IGHG1
Initial triggering of complement	IGHG2
Initial triggering of complement	IGHG3
Initial triggering of complement	IGHG4
Initial triggering of complement	IGHV
Initial triggering of complement	IGHV1-46
Initial triggering of complement	IGHV3-23
Initial triggering of complement	IGHV7-81
Initial triggering of complement	IGKC
Initial triggering of complement	IGKV1-39
Initial triggering of complement	IGKV1-5
Initial triggering of complement	IGKV1D-16
Initial triggering of complement	IGKV2-30
Initial triggering of complement	IGKV3-11
Initial triggering of complement	IGKV3-15
Initial triggering of complement	IGKV3-20
Initial triggering of complement	IGKV3-7
Initial triggering of complement	IGKV4-1
Initial triggering of complement	IGKV5-2
Initial triggering of complement	IGKVA18
Initial triggering of complement	IGLC1
Initial triggering of complement	IGLC2
Initial triggering of complement	IGLC3
Initial triggering of complement	IGLC6
Initial triggering of complement	IGLC7
Initial triggering of complement	IGLV
Initial triggering of complement	IGLV1-36
Initial triggering of complement	IGLV1-40
Initial triggering of complement	IGLV1-44
Initial triggering of complement	IGLV1-51
Initial triggering of complement	IGLV10-54
Initial triggering of complement	IGLV11-55
Initial triggering of complement	IGLV2-11
Initial triggering of complement	IGLV2-18
Initial triggering of complement	IGLV2-23
Initial triggering of complement	IGLV2-33
Initial triggering of complement	IGLV3-12
Initial triggering of complement	IGLV3-16
Innate Immune System	AGER
Innate Immune System	AIM2
Innate Immune System	APP
Innate Immune System	ART1
Innate Immune System	ATF1
Innate Immune System	ATF2
Innate Immune System	ATG12
Innate Immune System	ATG5
Innate Immune System	BCL2
Innate Immune System	BCL2L1
Innate Immune System	BIRC2
Innate Immune System	BIRC3
Innate Immune System	C1QA
Innate Immune System	C1QB
Innate Immune System	C1QC
Innate Immune System	C1R
Innate Immune System	C1S
Innate Immune System	C2
Innate Immune System	C3
Innate Immune System	C4A
Innate Immune System	C4B
Innate Immune System	C4BPA
Innate Immune System	C4BPB
Innate Immune System	C5
Innate Immune System	C6
Innate Immune System	C7
Innate Immune System	C8A
Innate Immune System	C8B
Innate Immune System	C8G
Innate Immune System	C9
Innate Immune System	CAPZA1
Innate Immune System	CAPZA2
Innate Immune System	CARD9
Innate Immune System	CASP1
Innate Immune System	CASP10
Innate Immune System	CASP2
Innate Immune System	CASP4
Innate Immune System	CASP8
Innate Immune System	CASP9
Innate Immune System	CCR2
Innate Immune System	CCR6
Innate Immune System	CD14
Innate Immune System	CD180
Innate Immune System	CD4
Innate Immune System	CD46
Innate Immune System	CD55
Innate Immune System	CDK1
Innate Immune System	CFB
Innate Immune System	CFD
Innate Immune System	CFH
Innate Immune System	CFHR3
Innate Immune System	CFI
Innate Immune System	CHUK
Innate Immune System	CNPY3
Innate Immune System	CR1
Innate Immune System	CREB1
Innate Immune System	CREBBP
Innate Immune System	CRP
Innate Immune System	CTSB
Innate Immune System	CTSK
Innate Immune System	CTSL1
Innate Immune System	CTSS
Innate Immune System	CYLD
Inositol transporters	SLC2A13
Inositol transporters	SLC5A11
Inositol transporters	SLC5A3
Insulin Synthesis and Processing	CPE
Insulin Synthesis and Processing	ERO1L
Insulin Synthesis and Processing	EXOC1
Insulin Synthesis and Processing	EXOC2
Insulin Synthesis and Processing	EXOC3
Insulin Synthesis and Processing	EXOC4
Insulin Synthesis and Processing	EXOC5
Insulin Synthesis and Processing	EXOC6
Insulin Synthesis and Processing	EXOC7
Insulin Synthesis and Processing	EXOC8
Insulin Synthesis and Processing	INS
Insulin Synthesis and Processing	KIF5B
Insulin Synthesis and Processing	MYO5A
Insulin Synthesis and Processing	PCSK1
Insulin Synthesis and Processing	PCSK2
Insulin Synthesis and Processing	RAB27A
Insulin Synthesis and Processing	SLC30A5
Insulin Synthesis and Processing	SLC30A6
Insulin Synthesis and Processing	SLC30A7
Insulin Synthesis and Processing	SNAP25
Insulin Synthesis and Processing	STX1A
Insulin Synthesis and Processing	VAMP2
Insulin effects increased synthesis of Xylulose-5-Phosphate	TALDO1
Insulin effects increased synthesis of Xylulose-5-Phosphate	TKT
Insulin receptor recycling	ATP6V0A1
Insulin receptor recycling	ATP6V0A2
Insulin receptor recycling	ATP6V0A4
Insulin receptor recycling	ATP6V0B
Insulin receptor recycling	ATP6V0C
Insulin receptor recycling	ATP6V0D1
Insulin receptor recycling	ATP6V0D2
Insulin receptor recycling	ATP6V0E1
Insulin receptor recycling	ATP6V0E2
Insulin receptor recycling	ATP6V1A
Insulin receptor recycling	ATP6V1B1
Insulin receptor recycling	ATP6V1B2
Insulin receptor recycling	ATP6V1C1
Insulin receptor recycling	ATP6V1C2
Insulin receptor recycling	ATP6V1D
Insulin receptor recycling	ATP6V1E1
Insulin receptor recycling	ATP6V1E2
Insulin receptor recycling	ATP6V1F
Insulin receptor recycling	ATP6V1G1
Insulin receptor recycling	ATP6V1G2
Insulin receptor recycling	ATP6V1G3
Insulin receptor recycling	ATP6V1H
Insulin receptor recycling	INS
Insulin receptor recycling	INSR
Insulin receptor recycling	TCIRG1
Insulin receptor signalling cascade	AKT2
Insulin receptor signalling cascade	CAB39
Insulin receptor signalling cascade	CAB39L
Insulin receptor signalling cascade	CDK1
Insulin receptor signalling cascade	CRK
Insulin receptor signalling cascade	DOK1
Insulin receptor signalling cascade	EEF2K
Insulin receptor signalling cascade	EIF4B
Insulin receptor signalling cascade	EIF4E
Insulin receptor signalling cascade	EIF4EBP1
Insulin receptor signalling cascade	EIF4G1
Insulin receptor signalling cascade	FGF1
Insulin receptor signalling cascade	FGF10
Insulin receptor signalling cascade	FGF16
Insulin receptor signalling cascade	FGF17
Insulin receptor signalling cascade	FGF18
Insulin receptor signalling cascade	FGF19
Insulin receptor signalling cascade	FGF2
Insulin receptor signalling cascade	FGF20
Insulin receptor signalling cascade	FGF22
Insulin receptor signalling cascade	FGF23
Insulin receptor signalling cascade	FGF3
Insulin receptor signalling cascade	FGF4
Insulin receptor signalling cascade	FGF5
Insulin receptor signalling cascade	FGF6
Insulin receptor signalling cascade	FGF7
Insulin receptor signalling cascade	FGF8
Insulin receptor signalling cascade	FGF9
Insulin receptor signalling cascade	FGFR1
Insulin receptor signalling cascade	FGFR2
Insulin receptor signalling cascade	FGFR3
Insulin receptor signalling cascade	FGFR4
Insulin receptor signalling cascade	FRS2
Insulin receptor signalling cascade	GAB1
Insulin receptor signalling cascade	GRB10
Insulin receptor signalling cascade	GRB2
Insulin receptor signalling cascade	HRAS
Insulin receptor signalling cascade	INS
Insulin receptor signalling cascade	INSR
Insulin receptor signalling cascade	IRS1
Insulin receptor signalling cascade	IRS2
Insulin receptor signalling cascade	KL
Insulin receptor signalling cascade	KLB
Insulin receptor signalling cascade	KRAS
Insulin receptor signalling cascade	MAP2K1
Insulin receptor signalling cascade	MAP2K2
Insulin receptor signalling cascade	MAPK1
Insulin receptor signalling cascade	MAPK3
Insulin receptor signalling cascade	MLST8
Insulin receptor signalling cascade	MTOR
Insulin receptor signalling cascade	NRAS
Insulin receptor signalling cascade	PDE3B
Insulin receptor signalling cascade	PDPK1
Insulin receptor signalling cascade	PIK3C3
Insulin receptor signalling cascade	PIK3CA
Insulin receptor signalling cascade	PIK3CB
Insulin receptor signalling cascade	PIK3R1
Insulin receptor signalling cascade	PIK3R2
Integration of energy metabolism	ABCC8
Integration of energy metabolism	ACACA
Integration of energy metabolism	ACACB
Integration of energy metabolism	ACLY
Integration of energy metabolism	ADCY1
Integration of energy metabolism	ADCY2
