Category	Gene
Toll Receptor Cascades	HSP90B1
Toll Receptor Cascades	IKBKB
Toll Receptor Cascades	IKBKE
Toll Receptor Cascades	IKBKG
Toll Receptor Cascades	IRAK1
Toll Receptor Cascades	IRAK2
Toll Receptor Cascades	IRAK3
Toll Receptor Cascades	IRAK4
Toll Receptor Cascades	IRF3
Toll Receptor Cascades	IRF7
Toll Receptor Cascades	JUN
Toll Receptor Cascades	LBP
Toll Receptor Cascades	LGMN
Toll Receptor Cascades	LY86
Toll Receptor Cascades	LY96
Toll Receptor Cascades	MAP2K1
Toll Receptor Cascades	MAP2K2
Toll Receptor Cascades	MAP2K3
Toll Receptor Cascades	MAP2K4
Toll Receptor Cascades	MAP2K6
Toll Receptor Cascades	MAP2K7
Toll Receptor Cascades	MAP3K1
Toll Receptor Cascades	MAP3K7
Toll Receptor Cascades	MAPK1
Toll Receptor Cascades	MAPK10
Toll Receptor Cascades	MAPK11
Toll Receptor Cascades	MAPK14
Toll Receptor Cascades	MAPK3
Toll Receptor Cascades	MAPK7
Toll Receptor Cascades	MAPK8
Toll Receptor Cascades	MAPK9
Toll Receptor Cascades	MAPKAPK2
Toll Receptor Cascades	MAPKAPK3
Trafficking and processing of endosomal TLR	CNPY3
Trafficking and processing of endosomal TLR	CTSB
Trafficking and processing of endosomal TLR	CTSK
Trafficking and processing of endosomal TLR	CTSL1
Trafficking and processing of endosomal TLR	CTSS
Trafficking and processing of endosomal TLR	HSP90B1
Trafficking and processing of endosomal TLR	LGMN
Trafficking and processing of endosomal TLR	TLR3
Trafficking and processing of endosomal TLR	TLR7
Trafficking and processing of endosomal TLR	TLR8
Trafficking and processing of endosomal TLR	TLR9
Trafficking and processing of endosomal TLR	UNC93B1
Trafficking of AMPA receptors	AKAP5
Trafficking of AMPA receptors	AP2A1
Trafficking of AMPA receptors	AP2A2
Trafficking of AMPA receptors	AP2B1
Trafficking of AMPA receptors	AP2M1
Trafficking of AMPA receptors	AP2S1
Trafficking of AMPA receptors	CACNG2
Trafficking of AMPA receptors	CACNG3
Trafficking of AMPA receptors	CACNG4
Trafficking of AMPA receptors	CACNG8
Trafficking of AMPA receptors	CAMK2A
Trafficking of AMPA receptors	CAMK2B
Trafficking of AMPA receptors	CAMK2D
Trafficking of AMPA receptors	CAMK2G
Trafficking of AMPA receptors	DLG1
Trafficking of AMPA receptors	DLG4
Trafficking of AMPA receptors	EPB41L1
Trafficking of AMPA receptors	GRIA1
Trafficking of AMPA receptors	GRIA2
Trafficking of AMPA receptors	GRIA3
Trafficking of AMPA receptors	GRIA4
Trafficking of AMPA receptors	GRIP1
Trafficking of AMPA receptors	GRIP2
Trafficking of AMPA receptors	MDM2
Trafficking of AMPA receptors	MYO6
Trafficking of AMPA receptors	NSF
Trafficking of AMPA receptors	PICK1
Trafficking of AMPA receptors	PRKCA
Trafficking of AMPA receptors	PRKCB
Trafficking of AMPA receptors	PRKCG
Trafficking of GluR2-containing AMPA receptors	AP2A1
Trafficking of GluR2-containing AMPA receptors	AP2A2
Trafficking of GluR2-containing AMPA receptors	AP2B1
Trafficking of GluR2-containing AMPA receptors	AP2M1
Trafficking of GluR2-containing AMPA receptors	AP2S1
Trafficking of GluR2-containing AMPA receptors	GRIA1
Trafficking of GluR2-containing AMPA receptors	GRIA2
Trafficking of GluR2-containing AMPA receptors	GRIA3
Trafficking of GluR2-containing AMPA receptors	GRIA4
Trafficking of GluR2-containing AMPA receptors	GRIP1
Trafficking of GluR2-containing AMPA receptors	GRIP2
Trafficking of GluR2-containing AMPA receptors	NSF
Trafficking of GluR2-containing AMPA receptors	PICK1
Trafficking of GluR2-containing AMPA receptors	PRKCA
Trafficking of GluR2-containing AMPA receptors	PRKCB
Trafficking of GluR2-containing AMPA receptors	PRKCG
Trafficking of dietary sterols	ABCG5
Trafficking of dietary sterols	ABCG8
Trafficking of dietary sterols	NPC1L1
Transcription	BDP1
Transcription	BRF1
Transcription	BRF2
Transcription	CBX3
Transcription	CCNH
Transcription	CCNT1
Transcription	CCNT2
Transcription	CDC40
Transcription	CDK7
Transcription	CDK9
Transcription	CLP1
Transcription	COBRA1
Transcription	CPSF1
Transcription	CPSF2
Transcription	CPSF3
Transcription	CPSF7
Transcription	CSTF1
Transcription	CSTF2
Transcription	CSTF3
Transcription	CTDP1
Transcription	DHX38
Transcription	EHMT2
Transcription	ELL
Transcription	ERCC2
Transcription	ERCC3
Transcription	ERCC6
Transcription	GTF2A1
Transcription	GTF2A2
Transcription	GTF2B
Transcription	GTF2E1
Transcription	GTF2E2
Transcription	GTF2F1
Transcription	GTF2F2
Transcription	GTF2H1
Transcription	GTF2H2
Transcription	GTF2H3
Transcription	GTF2H4
Transcription	GTF3A
Transcription	GTF3C1
Transcription	GTF3C2
Transcription	GTF3C3
Transcription	GTF3C4
Transcription	GTF3C5
Transcription	H2AFB1
Transcription	H2AFX
Transcription	H2AFZ
Transcription	H2BFS
Transcription	H3F3A
Transcription	HIST1H2AB
Transcription	HIST1H2AC
Transcription	HIST1H2AD
Transcription	HIST1H2AJ
Transcription	HIST1H2BA
Transcription from mitochondrial promoters	MTERF
Transcription from mitochondrial promoters	POLRMT
Transcription from mitochondrial promoters	TFAM
Transcription from mitochondrial promoters	TFB2M
Transcription of the HIV genome	CCNH
Transcription of the HIV genome	CCNT1
Transcription of the HIV genome	CCNT2
Transcription of the HIV genome	CDK7
Transcription of the HIV genome	CDK9
Transcription of the HIV genome	COBRA1
Transcription of the HIV genome	CTDP1
Transcription of the HIV genome	ELL
Transcription of the HIV genome	ERCC2
Transcription of the HIV genome	ERCC3
Transcription of the HIV genome	GTF2A1
Transcription of the HIV genome	GTF2A2
Transcription of the HIV genome	GTF2B
Transcription of the HIV genome	GTF2E1
Transcription of the HIV genome	GTF2E2
Transcription of the HIV genome	GTF2F1
Transcription of the HIV genome	GTF2F2
Transcription of the HIV genome	GTF2H1
Transcription of the HIV genome	GTF2H2
Transcription of the HIV genome	GTF2H3
Transcription of the HIV genome	GTF2H4
Transcription of the HIV genome	MNAT1
Transcription of the HIV genome	NCBP1
Transcription of the HIV genome	NCBP2
Transcription of the HIV genome	POLR2A
Transcription of the HIV genome	POLR2B
Transcription of the HIV genome	POLR2C
Transcription of the HIV genome	POLR2D
Transcription of the HIV genome	POLR2E
Transcription of the HIV genome	POLR2F
Transcription of the HIV genome	POLR2G
Transcription of the HIV genome	POLR2H
Transcription of the HIV genome	POLR2I
Transcription of the HIV genome	POLR2J
Transcription of the HIV genome	POLR2K
Transcription of the HIV genome	POLR2L
Transcription of the HIV genome	RDBP
Transcription of the HIV genome	RNGTT
Transcription of the HIV genome	RNMT
Transcription of the HIV genome	SSRP1
Transcription of the HIV genome	SUPT16H
Transcription of the HIV genome	SUPT4H1
Transcription of the HIV genome	SUPT5H
Transcription of the HIV genome	TAF1
Transcription of the HIV genome	TAF10
Transcription of the HIV genome	TAF11
Transcription of the HIV genome	TAF12
Transcription of the HIV genome	TAF13
Transcription of the HIV genome	TAF4
Transcription of the HIV genome	TAF4B
Transcription of the HIV genome	TAF5
Transcription of the HIV genome	TAF6
Transcription of the HIV genome	TAF9
Transcription of the HIV genome	TBP
Transcription-coupled NER (TC-NER)	CCNH
Transcription-coupled NER (TC-NER)	CDK7
Transcription-coupled NER (TC-NER)	ERCC1
Transcription-coupled NER (TC-NER)	ERCC2
Transcription-coupled NER (TC-NER)	ERCC3
Transcription-coupled NER (TC-NER)	ERCC4
Transcription-coupled NER (TC-NER)	ERCC5
Transcription-coupled NER (TC-NER)	ERCC6
Transcription-coupled NER (TC-NER)	ERCC8
Transcription-coupled NER (TC-NER)	GTF2H1
Transcription-coupled NER (TC-NER)	GTF2H2
Transcription-coupled NER (TC-NER)	GTF2H3
Transcription-coupled NER (TC-NER)	GTF2H4
Transcription-coupled NER (TC-NER)	LIG1
Transcription-coupled NER (TC-NER)	MNAT1
Transcription-coupled NER (TC-NER)	PCNA
Transcription-coupled NER (TC-NER)	POLD1
Transcription-coupled NER (TC-NER)	POLD2
Transcription-coupled NER (TC-NER)	POLD3
Transcription-coupled NER (TC-NER)	POLD4
Transcription-coupled NER (TC-NER)	POLE
Transcription-coupled NER (TC-NER)	POLE2
Transcription-coupled NER (TC-NER)	POLR2A
Transcription-coupled NER (TC-NER)	POLR2B
Transcription-coupled NER (TC-NER)	POLR2C
Transcription-coupled NER (TC-NER)	POLR2D
Transcription-coupled NER (TC-NER)	POLR2E
Transcription-coupled NER (TC-NER)	POLR2F
Transcription-coupled NER (TC-NER)	POLR2G
Transcription-coupled NER (TC-NER)	POLR2H
Transcription-coupled NER (TC-NER)	POLR2I
Transcription-coupled NER (TC-NER)	POLR2J
Transcription-coupled NER (TC-NER)	POLR2K
Transcription-coupled NER (TC-NER)	POLR2L
Transcription-coupled NER (TC-NER)	RFC1
Transcription-coupled NER (TC-NER)	RFC2
Transcription-coupled NER (TC-NER)	RFC3
Transcription-coupled NER (TC-NER)	RFC4
Transcription-coupled NER (TC-NER)	RFC5
Transcription-coupled NER (TC-NER)	RPA1
Transcription-coupled NER (TC-NER)	RPA2
Transcription-coupled NER (TC-NER)	RPA3
Transcription-coupled NER (TC-NER)	TCEA1
Transcription-coupled NER (TC-NER)	XAB2
Transcriptional  activation of  cell cycle inhibitor p21	CDKN1A
Transcriptional  activation of  cell cycle inhibitor p21	TP53
Transcriptional Regulation of White Adipocyte Differentiation	ADIPOQ
Transcriptional Regulation of White Adipocyte Differentiation	ANGPTL4
Transcriptional Regulation of White Adipocyte Differentiation	CARM1
Transcriptional Regulation of White Adipocyte Differentiation	CCNC
Transcriptional Regulation of White Adipocyte Differentiation	CCND3
Transcriptional Regulation of White Adipocyte Differentiation	CD36
Transcriptional Regulation of White Adipocyte Differentiation	CDK19
Transcriptional Regulation of White Adipocyte Differentiation	CDK4
Transcriptional Regulation of White Adipocyte Differentiation	CDK8
Transcriptional Regulation of White Adipocyte Differentiation	CEBPA
Transcriptional Regulation of White Adipocyte Differentiation	CEBPB
Transcriptional Regulation of White Adipocyte Differentiation	CEBPD
Transcriptional Regulation of White Adipocyte Differentiation	CHD9
Transcriptional Regulation of White Adipocyte Differentiation	CREBBP
Transcriptional Regulation of White Adipocyte Differentiation	EBF1
Transcriptional Regulation of White Adipocyte Differentiation	EGR2
Transcriptional Regulation of White Adipocyte Differentiation	EP300
Transcriptional Regulation of White Adipocyte Differentiation	FABP4
Transcriptional Regulation of White Adipocyte Differentiation	HDAC3
Transcriptional Regulation of White Adipocyte Differentiation	KLF4
Transcriptional Regulation of White Adipocyte Differentiation	KLF5
Transcriptional Regulation of White Adipocyte Differentiation	LEP
Transcriptional Regulation of White Adipocyte Differentiation	LPL
Transcriptional Regulation of White Adipocyte Differentiation	MED1
Transcriptional Regulation of White Adipocyte Differentiation	MED10
Transcriptional Regulation of White Adipocyte Differentiation	MED11
Transcriptional Regulation of White Adipocyte Differentiation	MED12
Transcriptional Regulation of White Adipocyte Differentiation	MED13
Transcriptional Regulation of White Adipocyte Differentiation	MED13L
Transcriptional Regulation of White Adipocyte Differentiation	MED14
Transcriptional Regulation of White Adipocyte Differentiation	MED15
Transcriptional Regulation of White Adipocyte Differentiation	MED16
Transcriptional Regulation of White Adipocyte Differentiation	MED17
Transcriptional Regulation of White Adipocyte Differentiation	MED18
Transcriptional Regulation of White Adipocyte Differentiation	MED19
Transcriptional Regulation of White Adipocyte Differentiation	MED20
Transcriptional Regulation of White Adipocyte Differentiation	MED21
Transcriptional Regulation of White Adipocyte Differentiation	MED22
Transcriptional Regulation of White Adipocyte Differentiation	MED23
Transcriptional Regulation of White Adipocyte Differentiation	MED24
Transcriptional Regulation of White Adipocyte Differentiation	MED25
Transcriptional Regulation of White Adipocyte Differentiation	MED26
Transcriptional Regulation of White Adipocyte Differentiation	MED27
Transcriptional Regulation of White Adipocyte Differentiation	MED29
Transcriptional Regulation of White Adipocyte Differentiation	MED30
Transcriptional Regulation of White Adipocyte Differentiation	MED31
Transcriptional Regulation of White Adipocyte Differentiation	MED4
Transcriptional Regulation of White Adipocyte Differentiation	MED6
Transcriptional Regulation of White Adipocyte Differentiation	MED7
Transcriptional Regulation of White Adipocyte Differentiation	MED8
Transcriptional Regulation of White Adipocyte Differentiation	MED9
Transcriptional Regulation of White Adipocyte Differentiation	NCOA1
Transcriptional Regulation of White Adipocyte Differentiation	NCOA2
Transcriptional Regulation of White Adipocyte Differentiation	NCOA3
Transcriptional Regulation of White Adipocyte Differentiation	NCOA6
Transcriptional Regulation of White Adipocyte Differentiation	NCOR1
Transcriptional Regulation of White Adipocyte Differentiation	NCOR2
Transcriptional activation of p53 responsive genes	CDKN1A
Transcriptional activation of p53 responsive genes	TP53
Transferrin endocytosis and recycling	ATP6V0A1
Transferrin endocytosis and recycling	ATP6V0A2
Transferrin endocytosis and recycling	ATP6V0A4
Transferrin endocytosis and recycling	ATP6V0B
Transferrin endocytosis and recycling	ATP6V0C
Transferrin endocytosis and recycling	ATP6V0D1
Transferrin endocytosis and recycling	ATP6V0D2
Transferrin endocytosis and recycling	ATP6V0E1
Transferrin endocytosis and recycling	ATP6V0E2
Transferrin endocytosis and recycling	ATP6V1A
Transferrin endocytosis and recycling	ATP6V1B1
Transferrin endocytosis and recycling	ATP6V1B2
Transferrin endocytosis and recycling	ATP6V1C1
Transferrin endocytosis and recycling	ATP6V1C2
Transferrin endocytosis and recycling	ATP6V1D
Transferrin endocytosis and recycling	ATP6V1E1
Transferrin endocytosis and recycling	ATP6V1E2
Transferrin endocytosis and recycling	ATP6V1F
Transferrin endocytosis and recycling	ATP6V1G1
Transferrin endocytosis and recycling	ATP6V1G2
Transferrin endocytosis and recycling	ATP6V1G3
Transferrin endocytosis and recycling	ATP6V1H
Transferrin endocytosis and recycling	MCOLN1
Transferrin endocytosis and recycling	STEAP3
Transferrin endocytosis and recycling	TCIRG1
Transferrin endocytosis and recycling	TF
Transferrin endocytosis and recycling	TFRC
Translation	7SL RNA (ENSG00000222619)
Translation	7SL RNA (ENSG00000222639)
Translation	DDOST
Translation	EEF1A1
Translation	EEF1B2
Translation	EEF1D
Translation	EEF1G
Translation	EEF2
Translation	EIF1AX
Translation	EIF2B1
Translation	EIF2B2
Translation	EIF2B3
Translation	EIF2B4
Translation	EIF2B5
Translation	EIF2S1
Translation	EIF2S2
Translation	EIF2S3
Translation	EIF3A
Translation	EIF3B
Translation	EIF3C
Translation	EIF3D
Translation	EIF3E
Translation	EIF3F
Translation	EIF3G
Translation	EIF3H
Translation	EIF3I
Translation	EIF3J
Translation	EIF3K
Translation	EIF4A1
Translation	EIF4A2
Translation	EIF4B
Translation	EIF4E
Translation	EIF4EBP1
Translation	EIF4G1
Translation	EIF4H
Translation	EIF5
Translation	EIF5B
Translation	ETF1
Translation	FAU
Translation	GSPT2
Translation	PABPC1
Translation	RPL10
Translation	RPL10A
Translation	RPL11
Translation	RPL12
Translation	RPL13
Translation	RPL13A
Translation	RPL14
Translation	RPL15
Translation	RPL17
Translation initiation complex formation	EIF1AX
Translation initiation complex formation	EIF2S1
Translation initiation complex formation	EIF2S2
Translation initiation complex formation	EIF2S3
Translation initiation complex formation	EIF3A
Translation initiation complex formation	EIF3B
Translation initiation complex formation	EIF3C
Translation initiation complex formation	EIF3D
Translation initiation complex formation	EIF3E
Translation initiation complex formation	EIF3F
Translation initiation complex formation	EIF3G
Translation initiation complex formation	EIF3H
Translation initiation complex formation	EIF3I
Translation initiation complex formation	EIF3J
Translation initiation complex formation	EIF3K
Translation initiation complex formation	EIF4A1
Translation initiation complex formation	EIF4A2
Translation initiation complex formation	EIF4B
Translation initiation complex formation	EIF4E
Translation initiation complex formation	EIF4G1
Translation initiation complex formation	EIF4H
Translation initiation complex formation	FAU
Translation initiation complex formation	PABPC1
Translation initiation complex formation	RPS10
Translation initiation complex formation	RPS11
Translation initiation complex formation	RPS12
Translation initiation complex formation	RPS13
Translation initiation complex formation	RPS14
Translation initiation complex formation	RPS15
Translation initiation complex formation	RPS15A
Translation initiation complex formation	RPS16
Translation initiation complex formation	RPS17
Translation initiation complex formation	RPS18
Translation initiation complex formation	RPS19
Translation initiation complex formation	RPS2
Translation initiation complex formation	RPS20
Translation initiation complex formation	RPS21
Translation initiation complex formation	RPS23
Translation initiation complex formation	RPS24
Translation initiation complex formation	RPS25
Translation initiation complex formation	RPS26
Translation initiation complex formation	RPS27
Translation initiation complex formation	RPS27A
Translation initiation complex formation	RPS28
Translation initiation complex formation	RPS29
Translation initiation complex formation	RPS3
Translation initiation complex formation	RPS3A
Translation initiation complex formation	RPS4X
Translation initiation complex formation	RPS4Y1
Translation initiation complex formation	RPS5
Translation initiation complex formation	RPS6
Translation initiation complex formation	RPS7
Translation initiation complex formation	RPS8
Translation initiation complex formation	RPS9
Translation initiation complex formation	RPSA
Translesion synthesis by DNA polymerases bypassing lesion on DNA template	MAD2L2
Translesion synthesis by DNA polymerases bypassing lesion on DNA template	POLH
Translesion synthesis by DNA polymerases bypassing lesion on DNA template	REV1
Translesion synthesis by DNA polymerases bypassing lesion on DNA template	hREV3
Translesion synthesis by HREV1	REV1
Translesion synthesis by Pol eta	POLH
Translesion synthesis by Pol zeta	MAD2L2
Translesion synthesis by Pol zeta	hREV3
Translocation of BoNT Light chain	SYT1
Translocation of BoNT Light chain	SYT2
Translocation of BoNT Light chain	botA
Translocation of BoNT Light chain	botB
Translocation of BoNT Light chain	botD
Translocation of BoNT Light chain	botF
Translocation of BoNT Light chain	botG
Translocation of ZAP-70 to Immunological synapse	CD247
Translocation of ZAP-70 to Immunological synapse	CD3D
Translocation of ZAP-70 to Immunological synapse	CD3E
Translocation of ZAP-70 to Immunological synapse	CD3G
Translocation of ZAP-70 to Immunological synapse	CD4
Translocation of ZAP-70 to Immunological synapse	HLA-DMA
Translocation of ZAP-70 to Immunological synapse	HLA-DMB
Translocation of ZAP-70 to Immunological synapse	HLA-DOA
Translocation of ZAP-70 to Immunological synapse	HLA-DOB
Translocation of ZAP-70 to Immunological synapse	HLA-DPA1
Translocation of ZAP-70 to Immunological synapse	HLA-DPB1
Translocation of ZAP-70 to Immunological synapse	HLA-DQA1
Translocation of ZAP-70 to Immunological synapse	HLA-DQA2
Translocation of ZAP-70 to Immunological synapse	HLA-DQB1
Translocation of ZAP-70 to Immunological synapse	HLA-DQB2
Translocation of ZAP-70 to Immunological synapse	HLA-DRA
Translocation of ZAP-70 to Immunological synapse	HLA-DRB1
Translocation of ZAP-70 to Immunological synapse	HLA-DRB3
Translocation of ZAP-70 to Immunological synapse	HLA-DRB4
Translocation of ZAP-70 to Immunological synapse	HLA-DRB5
Translocation of ZAP-70 to Immunological synapse	LCK
Translocation of ZAP-70 to Immunological synapse	TCRA
Translocation of ZAP-70 to Immunological synapse	TCRB
Translocation of ZAP-70 to Immunological synapse	TRAC
Translocation of ZAP-70 to Immunological synapse	TRAV19
Translocation of ZAP-70 to Immunological synapse	TRAV8-4
Translocation of ZAP-70 to Immunological synapse	TRBC1
Translocation of ZAP-70 to Immunological synapse	TRBV12-3
Translocation of ZAP-70 to Immunological synapse	ZAP70
Transmembrane transport of small molecules	AAAS
Transmembrane transport of small molecules	ABCA10
Transmembrane transport of small molecules	ABCA12
Transmembrane transport of small molecules	ABCA2
Transmembrane transport of small molecules	ABCA3
Transmembrane transport of small molecules	ABCA4
Transmembrane transport of small molecules	ABCA6
Transmembrane transport of small molecules	ABCA7
Transmembrane transport of small molecules	ABCA8
Transmembrane transport of small molecules	ABCA9
Transmembrane transport of small molecules	ABCB1
Transmembrane transport of small molecules	ABCB10
Transmembrane transport of small molecules	ABCB5
Transmembrane transport of small molecules	ABCB6
Transmembrane transport of small molecules	ABCB7
Transmembrane transport of small molecules	ABCB8
Transmembrane transport of small molecules	ABCC1
Transmembrane transport of small molecules	ABCC10
Transmembrane transport of small molecules	ABCC11
Transmembrane transport of small molecules	ABCC2
Transmembrane transport of small molecules	ABCC3
Transmembrane transport of small molecules	ABCC4
Transmembrane transport of small molecules	ABCC5
Transmembrane transport of small molecules	ABCC6
Transmembrane transport of small molecules	ABCC8
Transmembrane transport of small molecules	ABCC9
Transmembrane transport of small molecules	ABCD1
Transmembrane transport of small molecules	ABCD2
Transmembrane transport of small molecules	ABCD3
Transmembrane transport of small molecules	ABCG1
Transmembrane transport of small molecules	ABCG2
Transmembrane transport of small molecules	ABCG4
Transmembrane transport of small molecules	ABCG5
Transmembrane transport of small molecules	ABCG8
Transmembrane transport of small molecules	ADCY1
Transmembrane transport of small molecules	ADCY2
Transmembrane transport of small molecules	ADCY3
Transmembrane transport of small molecules	ADCY4
Transmembrane transport of small molecules	ADCY5
Transmembrane transport of small molecules	ADCY6
Transmembrane transport of small molecules	ADCY7
Transmembrane transport of small molecules	ADCY8
Transmembrane transport of small molecules	ADCY9
Transmembrane transport of small molecules	ALB
Transmembrane transport of small molecules	APOA1
Transmembrane transport of small molecules	AQP1
Transmembrane transport of small molecules	AQP10
Transmembrane transport of small molecules	AQP2
Transmembrane transport of small molecules	AQP3
Transmembrane transport of small molecules	AQP4
Transmembrane transport of small molecules	AQP5
Transmembrane transport of small molecules	AQP6
Transmembrane transport of small molecules	AQP7
Transmembrane transport of small molecules	AQP8
Transmembrane transport of small molecules	AQP9
Transmembrane transport of small molecules	ARHGEF9
Transmission across Chemical Synapses	ABAT
Transmission across Chemical Synapses	ACHE
Transmission across Chemical Synapses	ACTN2
Transmission across Chemical Synapses	ADCY1
Transmission across Chemical Synapses	ADCY2
Transmission across Chemical Synapses	ADCY3
Transmission across Chemical Synapses	ADCY4
Transmission across Chemical Synapses	ADCY5
Transmission across Chemical Synapses	ADCY6
Transmission across Chemical Synapses	ADCY7
Transmission across Chemical Synapses	ADCY8
Transmission across Chemical Synapses	ADCY9
Transmission across Chemical Synapses	AKAP5
Transmission across Chemical Synapses	AKAP9
Transmission across Chemical Synapses	ALDH2
Transmission across Chemical Synapses	ALDH5A1
Transmission across Chemical Synapses	AP2A1
Transmission across Chemical Synapses	AP2A2
Transmission across Chemical Synapses	AP2B1
Transmission across Chemical Synapses	AP2M1
Transmission across Chemical Synapses	AP2S1
Transmission across Chemical Synapses	ARHGEF9
Transmission across Chemical Synapses	BRAF
Transmission across Chemical Synapses	CACNA1A
Transmission across Chemical Synapses	CACNA1B
Transmission across Chemical Synapses	CACNA1E
Transmission across Chemical Synapses	CACNA2D1
Transmission across Chemical Synapses	CACNA2D2
Transmission across Chemical Synapses	CACNA2D3
Transmission across Chemical Synapses	CACNB1
Transmission across Chemical Synapses	CACNB2
Transmission across Chemical Synapses	CACNB3
Transmission across Chemical Synapses	CACNB4
Transmission across Chemical Synapses	CACNG2
Transmission across Chemical Synapses	CACNG3
Transmission across Chemical Synapses	CACNG4
Transmission across Chemical Synapses	CACNG8
Transmission across Chemical Synapses	CALM1
Transmission across Chemical Synapses	CAMK2A
Transmission across Chemical Synapses	CAMK2B
Transmission across Chemical Synapses	CAMK2D
Transmission across Chemical Synapses	CAMK2G
Transmission across Chemical Synapses	CAMK4
Transmission across Chemical Synapses	CAMKK1
Transmission across Chemical Synapses	CHAT
Transmission across Chemical Synapses	CHRNA1
Transmission across Chemical Synapses	CHRNA2
Transmission across Chemical Synapses	CHRNA3
Transmission across Chemical Synapses	CHRNA4
Transmission across Chemical Synapses	CHRNA5
Transmission across Chemical Synapses	CHRNA6
Transmission across Chemical Synapses	CHRNA7
Transmission across Electrical Synapses	GJA10
Transmission across Electrical Synapses	GJC1
Transmission across Electrical Synapses	GJD2
Transmission across Electrical Synapses	PANX1
Transmission across Electrical Synapses	PANX2
Transport of Glycerol from Adipocytes to the Liver by Aquaporins	AQP7
Transport of Glycerol from Adipocytes to the Liver by Aquaporins	AQP9
Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus	HA
Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus	M
Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus	NA)
Transport of Mature Transcript to Cytoplasm	AAAS
Transport of Mature Transcript to Cytoplasm	CDC40
Transport of Mature Transcript to Cytoplasm	CPSF1
Transport of Mature Transcript to Cytoplasm	CPSF2
Transport of Mature Transcript to Cytoplasm	CPSF3
Transport of Mature Transcript to Cytoplasm	DHX38
Transport of Mature Transcript to Cytoplasm	EIF4E
Transport of Mature Transcript to Cytoplasm	MAGOH
Transport of Mature Transcript to Cytoplasm	NCBP1
Transport of Mature Transcript to Cytoplasm	NCBP2
Transport of Mature Transcript to Cytoplasm	NFX1
Transport of Mature Transcript to Cytoplasm	NUP107
Transport of Mature Transcript to Cytoplasm	NUP133
Transport of Mature Transcript to Cytoplasm	NUP153
Transport of Mature Transcript to Cytoplasm	NUP155
Transport of Mature Transcript to Cytoplasm	NUP160
Transport of Mature Transcript to Cytoplasm	NUP188
Transport of Mature Transcript to Cytoplasm	NUP205
Transport of Mature Transcript to Cytoplasm	NUP210
Transport of Mature Transcript to Cytoplasm	NUP214
Transport of Mature Transcript to Cytoplasm	NUP35
Transport of Mature Transcript to Cytoplasm	NUP37
Transport of Mature Transcript to Cytoplasm	NUP43
Transport of Mature Transcript to Cytoplasm	NUP50
Transport of Mature Transcript to Cytoplasm	NUP54
Transport of Mature Transcript to Cytoplasm	NUP62
Transport of Mature Transcript to Cytoplasm	NUP85
Transport of Mature Transcript to Cytoplasm	NUP88
Transport of Mature Transcript to Cytoplasm	NUP93
Transport of Mature Transcript to Cytoplasm	NUP98
Transport of Mature Transcript to Cytoplasm	NUPL1
Transport of Mature Transcript to Cytoplasm	NUPL2
Transport of Mature Transcript to Cytoplasm	NXF1
Transport of Mature Transcript to Cytoplasm	POM121
Transport of Mature Transcript to Cytoplasm	RAE1
Transport of Mature Transcript to Cytoplasm	RANBP2
Transport of Mature Transcript to Cytoplasm	RBM8A
Transport of Mature Transcript to Cytoplasm	RNPS1
Transport of Mature Transcript to Cytoplasm	SEH1L
Transport of Mature Transcript to Cytoplasm	SLBP
Transport of Mature Transcript to Cytoplasm	SRRM1
Transport of Mature Transcript to Cytoplasm	SRSF1
Transport of Mature Transcript to Cytoplasm	SRSF11
Transport of Mature Transcript to Cytoplasm	SRSF2
Transport of Mature Transcript to Cytoplasm	SRSF3
Transport of Mature Transcript to Cytoplasm	SRSF4
Transport of Mature Transcript to Cytoplasm	SRSF5
Transport of Mature Transcript to Cytoplasm	SRSF6
Transport of Mature Transcript to Cytoplasm	SRSF7
Transport of Mature Transcript to Cytoplasm	SRSF9
Transport of Mature Transcript to Cytoplasm	THOC4
Transport of Mature Transcript to Cytoplasm	TPR
Transport of Mature Transcript to Cytoplasm	U2AF1
Transport of Mature Transcript to Cytoplasm	U2AF2
Transport of Mature Transcript to Cytoplasm	UPF3B
Transport of Mature mRNA Derived from an Intronless Transcript	AAAS
Transport of Mature mRNA Derived from an Intronless Transcript	CPSF1
Transport of Mature mRNA Derived from an Intronless Transcript	CPSF2
Transport of Mature mRNA Derived from an Intronless Transcript	CPSF3
Transport of Mature mRNA Derived from an Intronless Transcript	EIF4E
Transport of Mature mRNA Derived from an Intronless Transcript	NCBP1
Transport of Mature mRNA Derived from an Intronless Transcript	NCBP2
Transport of Mature mRNA Derived from an Intronless Transcript	NUP107
Transport of Mature mRNA Derived from an Intronless Transcript	NUP133
Transport of Mature mRNA Derived from an Intronless Transcript	NUP153
Transport of Mature mRNA Derived from an Intronless Transcript	NUP155
Transport of Mature mRNA Derived from an Intronless Transcript	NUP160
Transport of Mature mRNA Derived from an Intronless Transcript	NUP188
Transport of Mature mRNA Derived from an Intronless Transcript	NUP205
Transport of Mature mRNA Derived from an Intronless Transcript	NUP210
Transport of Mature mRNA Derived from an Intronless Transcript	NUP214
